Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
1036,Yes,No,No,Yes,No,Yes,Yes,Yes
1037,No,Yes,Yes,Yes,No,No,No,No
1038,No,Yes,Yes,No,No,No,No,No
1039,Yes,Yes,No,No,No,No,No,No
1040,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1041,Yes,Yes,No,No,No,Yes,No,No
1042,Yes,Yes,No,No,No,No,No,No
1043,No,No,Yes,No,No,No,No,No
1044,No,Yes,Yes,Yes,No,No,No,No
1045,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1046,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1047,No,Yes,No,No,No,No,No,No
1048,Yes,Yes,Yes,Yes,Yes,No,No,No
1049,No,Yes,No,Yes,No,No,No,No
1050,No,No,Yes,Yes,No,No,No,No
1051,Yes,Yes,Yes,Yes,Yes,No,No,No
1052,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1053,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1054,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1055,Yes,Yes,Yes,No,Yes,No,No,No
1056,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1057,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1058,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1059,No,Yes,Yes,No,Yes,No,No,No
1060,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1061,No,Yes,Yes,Yes,Yes,No,No,No
1062,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1063,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1064,Yes,Yes,No,No,Yes,Yes,No,Yes
1065,No,Yes,No,No,No,No,No,No
1066,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1067,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1068,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1069,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1070,No,Yes,No,No,No,No,No,No
1071,Yes,Yes,Yes,Yes,No,No,No,No
1072,No,Yes,No,Yes,No,Yes,Yes,No
1073,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1074,No,Yes,Yes,Yes,Yes,No,Yes,No
1075,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1076,No,Yes,Yes,Yes,Yes,Yes,No,No
1077,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1078,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1079,No,Yes,Yes,Yes,Yes,No,Yes,No
1080,No,Yes,No,Yes,Yes,Yes,No,No
1081,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1082,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1083,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1084,No,Yes,No,No,No,No,No,No
1085,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1086,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1087,No,Yes,No,No,No,No,No,No
1088,No,Yes,No,Yes,No,Yes,Yes,No
1089,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1090,No,Yes,Yes,Yes,Yes,No,Yes,No
1091,No,Yes,Yes,Yes,Yes,No,Yes,No
1092,No,Yes,Yes,Yes,Yes,No,No,No
1093,No,Yes,Yes,Yes,Yes,No,Yes,No
1094,No,No,No,No,No,No,No,No
1095,No,Yes,Yes,No,No,No,No,No
1096,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1097,No,Yes,Yes,Yes,Yes,No,Yes,No
1098,No,Yes,No,No,No,No,No,No
1099,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1100,No,Yes,Yes,Yes,Yes,No,Yes,No
1101,No,Yes,Yes,No,No,No,No,No
1102,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1103,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1104,Yes,Yes,Yes,Yes,No,No,No,No
1105,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1106,Yes,Yes,Yes,Yes,Yes,No,No,No
1107,No,Yes,Yes,No,No,No,Yes,No
1108,No,Yes,Yes,Yes,Yes,No,Yes,No
1109,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1110,No,Yes,No,Yes,No,No,No,No
1111,No,Yes,No,No,No,No,No,No
1112,No,Yes,Yes,No,No,No,No,No
1113,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1114,No,Yes,No,No,No,No,No,No
1115,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1116,No,Yes,Yes,Yes,Yes,No,Yes,No
1117,No,Yes,Yes,Yes,Yes,No,Yes,No
1118,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1119,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1120,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1121,No,Yes,Yes,Yes,No,Yes,Yes,No
1122,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1123,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1124,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1125,Yes,Yes,Yes,Yes,Yes,No,No,No
1126,No,Yes,Yes,Yes,Yes,No,Yes,No
1127,Yes,Yes,Yes,Yes,Yes,No,No,No
1128,No,Yes,Yes,Yes,No,No,Yes,No
1129,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1130,No,Yes,Yes,Yes,Yes,No,No,No
1131,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1132,No,No,No,No,No,No,No,No
1133,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1134,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1135,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1136,No,Yes,Yes,Yes,Yes,No,No,No
1137,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1138,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1139,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1140,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1141,Yes,Yes,No,No,No,No,No,No
1142,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1143,No,Yes,Yes,Yes,Yes,No,Yes,No
1144,Yes,Yes,Yes,Yes,Yes,No,No,No
1145,No,Yes,No,No,No,No,No,No
1146,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1147,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1148,Yes,Yes,Yes,Yes,Yes,No,No,No
1149,No,Yes,Yes,Yes,No,No,No,No
1150,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1151,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1152,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1153,No,Yes,No,No,No,No,No,No
1154,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1155,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1156,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1157,No,Yes,No,No,No,No,No,No
1158,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1159,No,Yes,No,No,No,No,No,No
1160,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1161,Yes,Yes,Yes,Yes,Yes,No,No,No
1162,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1163,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1164,No,Yes,No,No,No,No,No,No
1165,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1166,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1167,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1168,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1169,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1170,No,Yes,Yes,Yes,Yes,No,Yes,No
1171,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1172,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1173,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1174,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1175,Yes,Yes,Yes,Yes,Yes,No,No,No
1176,No,Yes,Yes,Yes,Yes,No,Yes,No
1177,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1178,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1179,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1180,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1181,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1182,No,Yes,Yes,Yes,Yes,No,No,No
1183,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1184,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1185,No,Yes,Yes,Yes,Yes,Yes,No,No
1186,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1187,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1188,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1189,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1190,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1191,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1192,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1193,Yes,Yes,Yes,Yes,Yes,No,No,No
1194,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1195,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1196,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1197,Yes,No,No,No,No,No,No,No
1198,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1199,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1200,No,Yes,No,No,Yes,No,No,No
1201,Yes,Yes,Yes,Yes,Yes,No,No,No
1202,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1203,Yes,No,Yes,No,Yes,No,No,No
1204,No,No,No,No,No,Yes,No,No
1205,No,Yes,No,No,No,No,No,No
1206,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1207,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1208,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1209,No,Yes,Yes,Yes,No,No,No,Yes
1210,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1211,No,No,Yes,No,No,No,No,No
1212,No,Yes,Yes,Yes,Yes,No,Yes,No
1213,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1214,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1215,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1216,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1217,No,Yes,Yes,Yes,Yes,No,Yes,No
1218,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1219,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1220,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1221,No,Yes,No,No,No,No,No,No
1222,No,Yes,Yes,Yes,Yes,No,Yes,No
1223,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1224,No,Yes,No,Yes,No,No,No,No
1225,Yes,No,No,No,No,No,No,No
1226,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1227,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1228,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1229,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1230,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1231,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1232,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1233,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1234,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1235,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1236,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1237,No,Yes,Yes,Yes,Yes,No,Yes,No
1238,No,Yes,No,Yes,Yes,Yes,No,Yes
1239,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1240,No,No,No,No,No,No,No,No
1241,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1242,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1243,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1244,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1245,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1246,No,Yes,Yes,Yes,Yes,No,Yes,No
1247,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1248,Yes,Yes,Yes,Yes,Yes,No,No,No
1249,No,No,No,No,No,No,No,No
1250,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1251,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1252,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1253,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1254,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1255,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1256,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1257,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1258,No,Yes,Yes,Yes,No,No,Yes,No
1259,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1260,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1261,No,Yes,No,Yes,Yes,Yes,Yes,No
1262,No,No,Yes,No,No,No,No,No
1263,No,Yes,No,Yes,Yes,No,No,No
1264,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1265,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1266,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1267,No,Yes,Yes,Yes,Yes,No,Yes,No
1268,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1269,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1270,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1271,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1272,No,Yes,Yes,Yes,Yes,Yes,No,No
1273,No,Yes,Yes,Yes,Yes,No,Yes,No
1274,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1275,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1276,No,No,Yes,No,No,No,No,No
1277,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1278,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1279,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1280,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1281,No,No,No,No,No,No,No,No
1282,No,Yes,Yes,Yes,Yes,No,Yes,No
1283,No,Yes,No,No,Yes,Yes,No,Yes
1284,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1285,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1286,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1287,No,Yes,No,No,No,No,No,Yes
1288,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1289,No,No,No,No,No,No,No,No
1290,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1291,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1292,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1293,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1294,No,No,No,No,No,No,No,No
1295,No,Yes,Yes,Yes,Yes,No,Yes,No
1296,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1297,Yes,No,Yes,No,No,No,No,No
1298,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1299,No,Yes,Yes,Yes,Yes,No,Yes,No
1300,Yes,Yes,Yes,Yes,Yes,No,No,No
1301,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1302,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1303,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1304,No,No,No,No,No,No,No,No
1305,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1306,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1307,No,Yes,Yes,Yes,No,Yes,Yes,No
1308,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1309,Yes,Yes,Yes,Yes,No,No,No,No
1310,No,Yes,No,No,No,No,No,No
1311,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1312,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1313,No,Yes,Yes,No,No,No,No,No
1314,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1315,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1316,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1317,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1318,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1319,No,Yes,Yes,Yes,Yes,No,Yes,No
1320,No,Yes,No,No,No,No,No,No
1321,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1322,Yes,Yes,No,Yes,Yes,No,No,No
1323,Yes,Yes,No,Yes,Yes,No,No,Yes
1324,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1325,No,Yes,Yes,No,No,No,No,No
1326,Yes,Yes,Yes,No,Yes,No,No,No
1327,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1328,No,Yes,Yes,No,No,No,No,No
1329,Yes,Yes,Yes,Yes,Yes,No,No,No
1330,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1331,Yes,Yes,Yes,Yes,Yes,No,No,No
1332,Yes,Yes,Yes,Yes,Yes,No,No,No
1333,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1334,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1335,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1336,Yes,Yes,Yes,Yes,Yes,No,No,No
1337,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1338,Yes,Yes,Yes,Yes,Yes,No,No,No
1339,Yes,Yes,Yes,Yes,Yes,No,No,No
1340,Yes,Yes,Yes,Yes,Yes,No,No,No
1341,Yes,Yes,Yes,Yes,Yes,No,No,No
1342,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1343,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1344,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1345,Yes,Yes,Yes,Yes,Yes,No,No,No
1346,Yes,Yes,Yes,Yes,Yes,No,No,No
1347,Yes,Yes,Yes,Yes,Yes,No,No,No
1348,Yes,Yes,Yes,Yes,Yes,No,No,No
1349,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1350,No,Yes,Yes,Yes,Yes,Yes,No,No
1351,Yes,Yes,Yes,No,Yes,No,Yes,No
1352,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1353,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1354,Yes,Yes,Yes,Yes,Yes,No,No,No
1355,Yes,Yes,Yes,Yes,Yes,No,No,No
1356,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1357,Yes,Yes,Yes,Yes,Yes,No,No,No
1358,Yes,Yes,Yes,Yes,Yes,No,No,No
1359,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1360,Yes,Yes,Yes,Yes,No,No,No,Yes
1361,No,No,Yes,No,No,No,No,No
1362,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1363,Yes,Yes,Yes,Yes,Yes,No,No,No
1364,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1365,Yes,Yes,Yes,Yes,Yes,No,No,No
1366,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1367,Yes,Yes,Yes,Yes,Yes,No,No,No
1368,Yes,Yes,Yes,Yes,Yes,No,No,No
1369,No,Yes,Yes,Yes,Yes,No,Yes,No
1370,Yes,Yes,Yes,Yes,Yes,No,No,No
1371,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1372,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1373,Yes,Yes,Yes,Yes,Yes,No,No,No
1374,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1375,Yes,Yes,Yes,Yes,Yes,No,No,No
1376,Yes,Yes,Yes,No,Yes,No,No,No
1377,Yes,Yes,Yes,Yes,Yes,No,No,No
1378,Yes,Yes,Yes,Yes,Yes,No,No,No
1379,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1380,Yes,Yes,Yes,Yes,Yes,No,No,No
1381,Yes,Yes,Yes,Yes,Yes,No,No,No
1382,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1383,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1384,Yes,Yes,Yes,Yes,Yes,No,No,No
1385,Yes,Yes,Yes,Yes,Yes,No,No,No
1386,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1387,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1388,No,No,No,No,No,No,No,No
1389,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1390,Yes,Yes,Yes,Yes,Yes,No,No,No
1391,No,Yes,No,No,No,No,No,No
1392,No,No,No,No,No,No,No,No
1393,Yes,Yes,Yes,No,Yes,No,Yes,No
1394,Yes,Yes,Yes,Yes,Yes,No,No,No
1395,Yes,Yes,Yes,Yes,Yes,No,No,No
1396,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1397,Yes,Yes,Yes,Yes,Yes,No,No,No
1398,No,Yes,No,No,No,No,No,No
1399,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1400,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1401,Yes,Yes,Yes,Yes,Yes,No,No,No
1402,Yes,Yes,Yes,Yes,Yes,No,No,No
1403,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1404,Yes,Yes,Yes,Yes,Yes,No,No,No
1405,Yes,Yes,Yes,Yes,Yes,No,No,No
1406,Yes,Yes,Yes,Yes,Yes,No,No,No
1407,No,Yes,No,No,No,No,No,No
1408,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1409,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1410,No,Yes,Yes,No,No,No,No,No
1411,No,No,No,No,No,Yes,No,No
1412,No,Yes,No,No,No,No,No,No
1413,Yes,Yes,Yes,Yes,Yes,No,No,No
1414,Yes,Yes,Yes,Yes,Yes,No,No,No
1415,Yes,Yes,Yes,Yes,Yes,No,No,No
1416,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1417,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1418,Yes,Yes,Yes,Yes,Yes,No,No,No
1419,No,Yes,No,No,No,No,No,No
1420,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1421,Yes,Yes,Yes,No,Yes,No,No,No
1422,Yes,Yes,Yes,Yes,Yes,No,No,No
1423,No,No,No,No,No,No,No,No
1424,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1425,Yes,No,Yes,No,No,Yes,Yes,No
1426,Yes,Yes,Yes,Yes,Yes,No,No,No
1427,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1428,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1429,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1430,Yes,Yes,Yes,No,Yes,No,No,No
1431,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1432,No,Yes,No,Yes,No,No,No,No
1433,No,No,No,No,No,No,No,No
1434,Yes,Yes,No,Yes,No,No,Yes,No
1435,Yes,Yes,Yes,Yes,Yes,No,No,No
1436,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1437,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1438,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1439,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1440,No,Yes,No,No,No,No,Yes,No
1441,Yes,Yes,Yes,Yes,Yes,No,No,No
1442,Yes,Yes,Yes,Yes,Yes,No,No,No
1443,Yes,Yes,Yes,Yes,Yes,No,No,No
1444,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1445,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1446,Yes,Yes,Yes,Yes,Yes,No,No,No
1447,Yes,Yes,Yes,Yes,Yes,No,No,No
1448,Yes,Yes,Yes,No,Yes,Yes,No,No
1449,No,No,No,No,No,No,No,No
1450,Yes,Yes,Yes,Yes,Yes,No,No,No
1451,Yes,Yes,Yes,Yes,Yes,No,No,No
1452,Yes,Yes,Yes,Yes,Yes,No,No,No
1453,Yes,Yes,Yes,Yes,Yes,No,No,No
1454,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1455,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1456,Yes,Yes,Yes,Yes,Yes,No,No,No
1457,No,Yes,No,Yes,No,No,No,No
1458,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1459,No,Yes,No,No,No,No,No,No
1460,No,Yes,Yes,Yes,No,No,No,Yes
1461,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1462,No,Yes,Yes,Yes,Yes,No,No,Yes
1463,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1464,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1465,Yes,Yes,Yes,Yes,Yes,No,No,No
1466,Yes,Yes,Yes,Yes,Yes,No,No,No
1467,Yes,Yes,Yes,No,Yes,Yes,No,No
1468,Yes,Yes,Yes,Yes,Yes,No,No,No
1469,Yes,Yes,Yes,Yes,Yes,No,No,No
1470,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1471,Yes,Yes,Yes,Yes,Yes,No,No,No
1472,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1473,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1474,Yes,Yes,Yes,Yes,Yes,No,No,No
1475,Yes,Yes,Yes,Yes,Yes,No,No,No
1476,Yes,Yes,Yes,Yes,Yes,No,No,No
1477,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1478,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1479,Yes,Yes,Yes,Yes,Yes,No,No,No
1480,Yes,Yes,Yes,Yes,Yes,No,No,No
1481,Yes,Yes,Yes,Yes,Yes,No,No,No
1482,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1483,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1484,Yes,Yes,Yes,Yes,No,No,No,No
1485,No,No,No,No,No,No,No,No
1486,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1487,Yes,Yes,Yes,Yes,Yes,No,No,No
1488,Yes,Yes,Yes,Yes,Yes,No,No,No
1489,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1490,Yes,Yes,Yes,Yes,Yes,No,No,No
1491,Yes,Yes,Yes,Yes,Yes,No,No,No
1492,No,Yes,Yes,Yes,Yes,No,No,No
1493,Yes,Yes,Yes,Yes,Yes,No,No,No
1494,Yes,Yes,Yes,No,Yes,Yes,No,No
1495,Yes,Yes,Yes,Yes,Yes,No,No,No
1496,No,Yes,Yes,Yes,Yes,No,No,Yes
1497,Yes,Yes,Yes,Yes,Yes,No,No,No
1498,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1499,No,Yes,No,No,No,No,No,No
1500,Yes,Yes,Yes,No,Yes,Yes,No,No
1501,Yes,Yes,No,Yes,Yes,No,Yes,No
1502,No,Yes,Yes,Yes,Yes,No,No,No
1503,No,Yes,Yes,Yes,Yes,Yes,No,No
1504,Yes,Yes,Yes,Yes,Yes,No,No,No
1505,No,Yes,Yes,No,No,No,No,No
1506,No,No,No,No,No,No,No,No
1507,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1508,Yes,Yes,Yes,Yes,Yes,No,No,No
1509,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1510,Yes,Yes,Yes,Yes,Yes,No,No,No
1511,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1512,Yes,Yes,Yes,Yes,Yes,No,No,No
1513,Yes,Yes,Yes,Yes,Yes,No,No,No
1514,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
