Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
2499,Yes,Yes,Yes,Yes,Yes,No,No,No
2500,Yes,Yes,Yes,No,No,Yes,Yes,No
2501,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2502,Yes,No,Yes,No,No,No,Yes,Yes
2503,Yes,Yes,Yes,Yes,Yes,No,No,No
2504,Yes,Yes,Yes,Yes,Yes,No,No,No
2505,Yes,Yes,Yes,No,No,No,No,No
2506,No,No,No,No,No,No,No,No
2507,Yes,Yes,Yes,Yes,Yes,No,No,No
2508,Yes,Yes,Yes,Yes,Yes,No,No,No
2509,Yes,Yes,Yes,Yes,Yes,No,No,No
2510,Yes,Yes,Yes,Yes,Yes,No,No,No
2511,Yes,Yes,Yes,Yes,Yes,No,No,No
2512,Yes,Yes,Yes,Yes,Yes,No,No,No
2513,Yes,Yes,Yes,Yes,Yes,No,No,No
2514,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2515,Yes,No,Yes,No,No,No,Yes,No
2516,Yes,Yes,Yes,Yes,Yes,No,No,No
2517,Yes,Yes,Yes,No,No,No,No,No
2518,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2519,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2520,Yes,No,Yes,Yes,No,No,Yes,No
2521,Yes,Yes,Yes,No,No,No,No,No
2522,Yes,Yes,Yes,Yes,Yes,No,No,No
2523,Yes,Yes,Yes,No,Yes,No,No,Yes
2524,Yes,Yes,Yes,Yes,Yes,No,No,No
2525,Yes,Yes,Yes,Yes,Yes,No,No,No
2526,Yes,Yes,Yes,Yes,Yes,No,No,No
2527,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2528,Yes,Yes,No,Yes,No,No,No,No
2529,No,No,No,No,No,No,No,No
2530,Yes,No,Yes,Yes,No,No,Yes,No
2531,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2532,Yes,Yes,Yes,Yes,Yes,No,No,No
2533,Yes,Yes,Yes,Yes,Yes,No,No,No
2534,Yes,Yes,Yes,Yes,Yes,No,No,No
2535,Yes,Yes,Yes,Yes,Yes,No,No,No
2536,Yes,Yes,Yes,Yes,Yes,No,No,No
2537,Yes,Yes,Yes,Yes,Yes,No,No,No
2538,Yes,Yes,Yes,Yes,Yes,No,No,No
2539,Yes,Yes,No,Yes,Yes,No,No,No
2540,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2541,Yes,Yes,Yes,Yes,No,Yes,No,No
2542,Yes,Yes,Yes,No,No,No,No,No
2543,Yes,Yes,Yes,Yes,Yes,No,No,No
2544,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2545,Yes,Yes,Yes,Yes,Yes,No,No,No
2546,Yes,Yes,Yes,Yes,Yes,No,No,No
2547,Yes,Yes,Yes,Yes,Yes,No,No,No
2548,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2549,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2550,Yes,Yes,Yes,Yes,Yes,No,No,No
2551,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2552,Yes,Yes,Yes,Yes,Yes,No,No,No
2553,Yes,Yes,Yes,Yes,Yes,No,No,No
2554,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2555,Yes,Yes,Yes,Yes,No,No,No,No
2556,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2557,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2558,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2559,Yes,Yes,Yes,Yes,Yes,No,No,No
2560,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2561,Yes,Yes,Yes,Yes,Yes,No,No,No
2562,Yes,Yes,Yes,Yes,Yes,No,No,No
2563,Yes,Yes,Yes,Yes,No,No,Yes,No
2564,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2565,Yes,Yes,Yes,No,Yes,No,Yes,Yes
2566,Yes,Yes,Yes,Yes,Yes,No,No,No
2567,Yes,Yes,Yes,Yes,No,No,No,No
2568,Yes,Yes,Yes,Yes,Yes,No,No,No
2569,Yes,Yes,Yes,Yes,No,No,No,No
2570,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2571,Yes,Yes,Yes,Yes,Yes,No,No,No
2572,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2573,Yes,Yes,Yes,Yes,Yes,No,No,No
2574,Yes,Yes,Yes,Yes,Yes,No,No,No
2575,Yes,Yes,Yes,No,Yes,No,No,No
2576,Yes,Yes,Yes,Yes,Yes,No,No,No
2577,No,No,No,No,No,No,No,No
2578,Yes,Yes,Yes,Yes,Yes,No,No,No
2579,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2580,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2581,Yes,Yes,Yes,Yes,Yes,No,No,No
2582,Yes,Yes,Yes,Yes,Yes,No,No,No
2583,Yes,Yes,Yes,Yes,Yes,No,No,No
2584,Yes,Yes,Yes,Yes,No,Yes,No,No
2585,Yes,Yes,Yes,Yes,Yes,No,No,No
2586,Yes,Yes,Yes,Yes,Yes,No,No,No
2587,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2588,Yes,Yes,Yes,Yes,Yes,No,No,No
2589,Yes,Yes,Yes,Yes,No,No,Yes,No
2590,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2591,No,No,No,No,No,No,No,No
2592,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2593,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2594,Yes,Yes,Yes,Yes,Yes,No,No,No
2595,No,No,No,Yes,No,No,No,No
2596,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2597,Yes,Yes,Yes,Yes,No,No,No,No
2598,Yes,Yes,Yes,Yes,Yes,No,No,No
2599,No,Yes,Yes,Yes,No,No,No,No
2600,Yes,Yes,Yes,Yes,Yes,No,No,No
2601,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2602,Yes,Yes,Yes,Yes,No,Yes,Yes,No
2603,Yes,Yes,Yes,Yes,Yes,No,No,No
2604,Yes,Yes,Yes,Yes,Yes,No,No,No
2605,Yes,Yes,Yes,Yes,Yes,No,No,No
2606,Yes,Yes,Yes,No,No,Yes,Yes,No
2607,Yes,Yes,Yes,Yes,Yes,No,No,No
2608,Yes,Yes,No,No,Yes,Yes,Yes,No
2609,Yes,Yes,Yes,Yes,No,No,No,No
2610,Yes,Yes,Yes,Yes,Yes,No,No,No
2611,Yes,Yes,Yes,No,Yes,No,No,No
2612,Yes,Yes,Yes,Yes,No,No,No,No
2613,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2614,Yes,Yes,Yes,Yes,Yes,No,No,No
2615,Yes,Yes,Yes,Yes,Yes,No,No,No
2616,Yes,Yes,Yes,No,Yes,No,Yes,No
2617,Yes,Yes,Yes,Yes,Yes,No,No,No
2618,Yes,Yes,Yes,Yes,Yes,No,No,No
2619,Yes,Yes,Yes,Yes,Yes,No,No,No
2620,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2621,Yes,Yes,Yes,Yes,Yes,No,No,No
2622,Yes,Yes,Yes,Yes,Yes,No,No,No
2623,Yes,Yes,Yes,Yes,Yes,No,No,No
2624,Yes,Yes,Yes,Yes,Yes,No,No,No
2625,Yes,Yes,Yes,Yes,No,No,No,No
2626,Yes,Yes,Yes,Yes,Yes,No,No,No
2627,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2628,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2629,Yes,Yes,Yes,Yes,Yes,No,No,No
2630,No,Yes,No,No,No,No,No,No
2631,Yes,Yes,Yes,Yes,No,No,No,No
2632,Yes,Yes,Yes,Yes,Yes,No,No,No
2633,Yes,Yes,No,No,No,No,No,No
2634,Yes,Yes,Yes,Yes,Yes,No,No,No
2635,Yes,Yes,Yes,Yes,No,No,No,Yes
2636,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2637,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2638,Yes,Yes,Yes,Yes,Yes,No,No,No
2639,Yes,Yes,Yes,Yes,Yes,No,No,No
2640,Yes,Yes,Yes,No,Yes,No,No,No
2641,Yes,Yes,Yes,Yes,Yes,No,No,No
2642,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2643,Yes,Yes,Yes,Yes,Yes,No,No,No
2644,Yes,Yes,Yes,Yes,Yes,No,No,No
2645,Yes,Yes,Yes,No,Yes,No,No,No
2646,Yes,Yes,Yes,Yes,No,No,No,No
2647,Yes,Yes,Yes,Yes,Yes,No,No,No
2648,Yes,Yes,Yes,Yes,Yes,No,No,No
2649,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2650,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2651,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2652,Yes,Yes,Yes,Yes,Yes,No,No,No
2653,Yes,Yes,Yes,Yes,Yes,No,No,No
2654,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2655,Yes,Yes,Yes,Yes,Yes,No,No,No
2656,Yes,Yes,Yes,Yes,Yes,No,No,No
2657,Yes,Yes,Yes,Yes,Yes,No,No,No
2658,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2659,Yes,Yes,Yes,Yes,Yes,No,No,No
2660,Yes,Yes,Yes,Yes,Yes,No,No,No
2661,Yes,Yes,Yes,Yes,Yes,No,No,No
2662,Yes,Yes,Yes,Yes,Yes,No,No,No
2663,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2664,Yes,Yes,Yes,Yes,Yes,No,No,No
2665,Yes,Yes,Yes,Yes,Yes,No,No,No
2666,Yes,Yes,Yes,No,Yes,No,No,Yes
2667,Yes,Yes,Yes,Yes,Yes,No,No,No
2668,Yes,Yes,Yes,Yes,Yes,No,No,No
2669,Yes,Yes,Yes,Yes,Yes,No,No,No
2670,Yes,Yes,Yes,Yes,Yes,No,No,No
2671,Yes,Yes,Yes,Yes,Yes,No,No,No
2672,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2673,Yes,Yes,Yes,Yes,No,No,Yes,No
2674,Yes,Yes,Yes,Yes,Yes,No,No,No
2675,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2676,Yes,No,Yes,Yes,Yes,No,No,No
2677,Yes,Yes,Yes,Yes,Yes,No,No,No
2678,Yes,Yes,Yes,Yes,Yes,No,No,No
2679,Yes,Yes,Yes,Yes,Yes,No,No,No
2680,Yes,Yes,Yes,No,Yes,No,No,No
2681,Yes,Yes,Yes,Yes,No,No,No,No
2682,Yes,Yes,Yes,Yes,Yes,No,No,No
2683,Yes,Yes,Yes,No,No,No,No,No
2684,Yes,Yes,Yes,Yes,Yes,No,No,No
2685,Yes,Yes,Yes,No,Yes,No,No,No
2686,Yes,Yes,Yes,Yes,Yes,No,No,No
2687,Yes,Yes,Yes,Yes,Yes,No,No,No
2688,Yes,Yes,Yes,Yes,Yes,No,No,No
2689,Yes,Yes,Yes,Yes,Yes,No,No,No
2690,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2691,Yes,Yes,Yes,Yes,Yes,No,No,No
2692,Yes,Yes,Yes,Yes,Yes,No,No,No
2693,Yes,Yes,Yes,Yes,Yes,No,No,No
2694,No,Yes,Yes,Yes,Yes,No,No,No
2695,Yes,Yes,Yes,Yes,Yes,No,No,No
2696,Yes,Yes,Yes,Yes,Yes,No,No,No
2697,Yes,No,Yes,No,No,No,No,No
2698,Yes,Yes,Yes,Yes,Yes,No,No,No
2699,Yes,Yes,Yes,Yes,Yes,No,No,No
2700,Yes,Yes,Yes,Yes,Yes,No,No,No
2701,Yes,Yes,Yes,Yes,Yes,No,No,No
2702,Yes,Yes,Yes,Yes,Yes,No,No,No
2703,Yes,Yes,Yes,Yes,Yes,No,No,No
2704,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2705,Yes,Yes,Yes,Yes,Yes,No,No,No
2706,Yes,Yes,Yes,No,Yes,No,No,No
2707,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2708,Yes,Yes,Yes,Yes,Yes,No,No,No
2709,Yes,Yes,Yes,No,Yes,No,No,No
2710,Yes,Yes,Yes,No,Yes,No,No,No
2711,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2712,Yes,Yes,Yes,Yes,Yes,No,No,No
2713,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2714,No,No,Yes,No,No,No,No,No
2715,Yes,Yes,Yes,Yes,Yes,No,No,No
2716,Yes,Yes,Yes,Yes,No,No,Yes,No
2717,Yes,Yes,Yes,Yes,Yes,No,No,No
2718,Yes,Yes,Yes,Yes,Yes,No,No,No
2719,Yes,Yes,Yes,Yes,Yes,No,No,No
2720,Yes,Yes,Yes,No,No,No,Yes,No
2721,Yes,Yes,Yes,No,Yes,No,No,No
2722,Yes,Yes,Yes,Yes,Yes,No,No,No
2723,Yes,Yes,Yes,No,No,No,No,No
2724,Yes,Yes,Yes,Yes,Yes,No,No,No
2725,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2726,Yes,Yes,Yes,No,Yes,No,No,No
2727,Yes,Yes,Yes,Yes,Yes,No,No,No
2728,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2729,Yes,Yes,Yes,Yes,Yes,No,No,No
2730,Yes,Yes,Yes,Yes,Yes,No,No,No
2731,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2732,Yes,Yes,Yes,Yes,Yes,No,No,No
2733,Yes,Yes,Yes,Yes,No,No,Yes,No
2734,Yes,Yes,Yes,No,Yes,No,No,No
2735,Yes,Yes,Yes,Yes,Yes,No,No,No
2736,Yes,Yes,Yes,Yes,Yes,No,No,No
2737,Yes,Yes,Yes,Yes,Yes,No,No,No
2738,Yes,Yes,Yes,Yes,Yes,No,No,No
2739,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2740,Yes,Yes,Yes,Yes,No,No,No,No
2741,Yes,Yes,Yes,Yes,Yes,No,No,No
2742,Yes,Yes,Yes,Yes,Yes,No,No,No
2743,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2744,Yes,Yes,Yes,Yes,No,No,No,No
2745,Yes,Yes,Yes,Yes,Yes,No,No,No
2746,Yes,Yes,Yes,Yes,Yes,No,No,No
2747,Yes,Yes,Yes,Yes,Yes,No,No,No
2748,Yes,Yes,Yes,Yes,Yes,No,No,No
2749,Yes,Yes,Yes,Yes,Yes,No,No,No
2750,Yes,Yes,Yes,Yes,No,No,No,No
2751,Yes,Yes,Yes,No,Yes,No,No,No
2752,Yes,Yes,Yes,No,Yes,No,No,No
2753,Yes,Yes,Yes,Yes,Yes,No,No,No
2754,Yes,Yes,Yes,Yes,No,No,Yes,No
2755,Yes,Yes,No,No,Yes,No,No,No
2756,Yes,Yes,Yes,No,Yes,No,No,Yes
2757,Yes,Yes,Yes,Yes,Yes,No,No,No
2758,Yes,Yes,Yes,No,Yes,No,No,No
2759,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2760,Yes,Yes,Yes,No,Yes,No,No,No
2761,Yes,Yes,Yes,Yes,Yes,No,No,No
2762,Yes,Yes,Yes,Yes,Yes,No,No,No
2763,Yes,Yes,Yes,Yes,Yes,No,No,No
2764,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2765,Yes,Yes,Yes,Yes,Yes,No,No,No
2766,Yes,Yes,Yes,Yes,Yes,No,No,No
2767,Yes,Yes,Yes,Yes,Yes,No,No,No
2768,Yes,Yes,Yes,Yes,Yes,No,No,No
2769,Yes,Yes,Yes,Yes,Yes,No,No,No
2770,Yes,Yes,Yes,Yes,Yes,No,No,No
2771,Yes,Yes,Yes,Yes,Yes,No,No,No
2772,Yes,Yes,Yes,No,No,No,No,No
2773,Yes,Yes,Yes,Yes,Yes,No,No,No
2774,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2775,Yes,Yes,Yes,No,Yes,No,Yes,No
2776,Yes,Yes,Yes,Yes,Yes,No,No,No
2777,Yes,Yes,Yes,Yes,Yes,No,No,No
2778,Yes,Yes,Yes,Yes,No,No,No,No
2779,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2780,Yes,No,Yes,Yes,No,No,Yes,No
2781,Yes,Yes,Yes,Yes,Yes,No,No,No
2782,Yes,Yes,Yes,No,Yes,No,No,No
2783,Yes,Yes,Yes,Yes,Yes,No,No,No
2784,Yes,Yes,Yes,Yes,Yes,No,No,No
2785,Yes,Yes,Yes,No,Yes,No,No,No
2786,Yes,Yes,Yes,Yes,Yes,No,No,No
2787,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2788,Yes,Yes,Yes,Yes,Yes,No,No,No
2789,Yes,Yes,Yes,Yes,Yes,No,No,No
2790,Yes,Yes,Yes,Yes,Yes,No,No,No
2791,Yes,Yes,Yes,Yes,Yes,No,No,No
2792,Yes,Yes,Yes,Yes,Yes,No,No,No
2793,Yes,Yes,Yes,Yes,Yes,No,No,No
2794,Yes,Yes,Yes,Yes,Yes,No,No,No
2795,Yes,Yes,Yes,No,Yes,No,No,No
2796,Yes,Yes,Yes,Yes,Yes,No,No,No
2797,Yes,Yes,Yes,Yes,Yes,No,No,No
2798,Yes,Yes,Yes,Yes,Yes,No,No,No
2799,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2800,Yes,Yes,Yes,Yes,Yes,No,No,No
2801,Yes,Yes,Yes,No,Yes,No,No,No
2802,Yes,Yes,Yes,Yes,Yes,No,No,No
2803,Yes,Yes,Yes,Yes,Yes,No,No,No
2804,Yes,Yes,Yes,Yes,Yes,No,No,No
2805,Yes,Yes,Yes,Yes,Yes,No,No,No
2806,Yes,Yes,Yes,Yes,No,No,No,No
2807,Yes,Yes,Yes,Yes,Yes,No,No,No
2808,Yes,Yes,Yes,Yes,Yes,No,No,No
2809,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2810,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2811,Yes,Yes,Yes,Yes,Yes,No,No,No
2812,Yes,Yes,Yes,Yes,Yes,No,No,No
2813,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2814,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2815,Yes,Yes,Yes,Yes,Yes,No,No,No
2816,Yes,Yes,Yes,Yes,Yes,No,No,No
2817,Yes,Yes,Yes,Yes,Yes,No,No,No
2818,Yes,Yes,Yes,Yes,No,No,No,Yes
2819,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2820,Yes,Yes,Yes,Yes,Yes,No,No,No
2821,Yes,Yes,Yes,No,Yes,No,No,No
2822,Yes,Yes,Yes,Yes,Yes,No,No,No
2823,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2824,Yes,Yes,Yes,No,Yes,No,No,No
2825,Yes,Yes,Yes,No,Yes,No,Yes,No
2826,Yes,Yes,Yes,Yes,Yes,No,No,No
2827,Yes,Yes,Yes,Yes,Yes,No,No,No
2828,Yes,Yes,Yes,Yes,Yes,No,No,No
2829,Yes,Yes,Yes,Yes,Yes,No,No,No
2830,Yes,Yes,Yes,Yes,Yes,No,No,No
2831,Yes,Yes,Yes,Yes,Yes,No,No,No
2832,Yes,Yes,Yes,Yes,Yes,No,No,No
2833,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2834,Yes,Yes,Yes,Yes,Yes,No,No,No
2835,Yes,Yes,Yes,Yes,Yes,No,No,No
2836,Yes,Yes,Yes,Yes,No,No,No,No
2837,Yes,Yes,Yes,Yes,Yes,No,No,No
2838,Yes,Yes,Yes,Yes,Yes,No,No,No
2839,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2840,Yes,Yes,Yes,Yes,Yes,No,No,No
2841,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2842,Yes,Yes,Yes,No,Yes,No,No,No
2843,Yes,Yes,Yes,Yes,Yes,No,No,No
2844,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2845,Yes,Yes,Yes,No,Yes,No,No,No
2846,Yes,Yes,Yes,No,Yes,No,No,No
2847,Yes,Yes,Yes,Yes,Yes,No,No,No
2848,Yes,Yes,Yes,Yes,Yes,No,No,No
2849,Yes,Yes,Yes,Yes,Yes,No,No,No
2850,Yes,Yes,Yes,No,Yes,No,No,No
2851,Yes,Yes,Yes,Yes,Yes,No,No,No
2852,Yes,Yes,Yes,Yes,Yes,No,No,No
2853,Yes,Yes,Yes,Yes,Yes,No,No,No
2854,Yes,Yes,Yes,Yes,Yes,No,No,No
2855,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2856,Yes,Yes,Yes,Yes,Yes,No,No,No
2857,Yes,Yes,Yes,Yes,Yes,No,No,No
2858,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2859,Yes,Yes,Yes,Yes,Yes,No,No,No
2860,Yes,Yes,Yes,No,No,No,No,No
2861,Yes,Yes,Yes,Yes,No,No,No,No
2862,Yes,Yes,Yes,Yes,Yes,No,No,No
2863,Yes,Yes,Yes,No,No,No,No,No
2864,Yes,Yes,Yes,Yes,Yes,No,No,No
2865,Yes,Yes,Yes,Yes,Yes,No,No,No
2866,Yes,Yes,Yes,Yes,Yes,No,No,No
2867,Yes,Yes,Yes,Yes,Yes,No,No,No
2868,Yes,Yes,Yes,Yes,Yes,No,No,No
2869,Yes,Yes,Yes,Yes,Yes,No,No,No
2870,Yes,Yes,Yes,Yes,Yes,No,No,No
2871,Yes,Yes,Yes,No,Yes,No,No,No
2872,No,Yes,Yes,No,No,No,No,No
2873,Yes,Yes,Yes,Yes,Yes,No,No,No
2874,Yes,Yes,Yes,Yes,No,No,No,No
2875,Yes,Yes,Yes,Yes,Yes,No,No,No
2876,Yes,Yes,Yes,Yes,Yes,No,No,No
2877,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2878,Yes,Yes,Yes,Yes,Yes,No,No,No
2879,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2880,Yes,Yes,Yes,No,Yes,No,No,No
2881,Yes,Yes,Yes,Yes,Yes,No,No,No
2882,Yes,Yes,Yes,Yes,Yes,No,No,No
2883,Yes,Yes,Yes,Yes,Yes,No,No,No
2884,Yes,Yes,Yes,Yes,Yes,No,No,No
2885,Yes,Yes,Yes,Yes,Yes,No,No,No
2886,Yes,Yes,Yes,Yes,Yes,No,No,No
2887,Yes,Yes,Yes,Yes,Yes,No,No,No
2888,Yes,Yes,Yes,Yes,Yes,No,No,No
2889,Yes,Yes,Yes,Yes,Yes,No,No,No
2890,Yes,Yes,Yes,Yes,Yes,No,No,No
2891,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2892,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2893,Yes,Yes,Yes,No,Yes,No,No,No
2894,Yes,Yes,Yes,Yes,Yes,No,No,No
2895,Yes,Yes,Yes,No,Yes,No,Yes,No
2896,Yes,Yes,Yes,Yes,Yes,No,No,No
2897,Yes,Yes,Yes,Yes,Yes,No,No,No
2898,Yes,Yes,Yes,No,Yes,No,No,No
2899,Yes,Yes,Yes,Yes,Yes,No,No,No
2900,Yes,Yes,Yes,Yes,Yes,No,No,No
2901,Yes,Yes,Yes,Yes,Yes,No,No,No
2902,No,Yes,Yes,Yes,No,No,No,No
2903,Yes,Yes,Yes,Yes,Yes,No,No,No
2904,Yes,Yes,Yes,No,Yes,No,No,No
2905,Yes,Yes,Yes,Yes,Yes,No,No,No
2906,Yes,Yes,Yes,Yes,Yes,No,No,No
2907,Yes,Yes,Yes,Yes,Yes,No,No,No
2908,Yes,Yes,Yes,Yes,Yes,No,No,No
2909,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2910,Yes,Yes,Yes,Yes,Yes,No,No,No
2911,Yes,Yes,Yes,Yes,Yes,No,No,No
2912,Yes,Yes,Yes,Yes,Yes,No,No,No
2913,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2914,Yes,Yes,Yes,Yes,Yes,No,No,No
2915,Yes,Yes,Yes,Yes,Yes,No,No,No
2916,Yes,Yes,Yes,Yes,Yes,No,No,No
2917,No,Yes,No,No,No,No,No,No
2918,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2919,Yes,Yes,Yes,Yes,Yes,No,No,No
2920,Yes,Yes,Yes,Yes,Yes,No,No,No
2921,Yes,Yes,Yes,Yes,Yes,No,No,No
2922,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2923,Yes,Yes,Yes,Yes,Yes,No,No,No
2924,Yes,Yes,Yes,Yes,Yes,No,No,No
2925,Yes,Yes,Yes,Yes,Yes,No,No,No
2926,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2927,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2928,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2929,Yes,Yes,Yes,Yes,Yes,No,No,No
2930,Yes,Yes,Yes,Yes,Yes,No,No,No
2931,Yes,Yes,Yes,Yes,Yes,No,No,No
2932,No,No,No,No,No,No,No,No
2933,Yes,Yes,Yes,Yes,Yes,No,No,No
2934,Yes,Yes,Yes,Yes,Yes,No,No,No
2935,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2936,Yes,Yes,Yes,Yes,Yes,No,No,No
2937,Yes,Yes,Yes,Yes,Yes,No,No,No
2938,Yes,Yes,Yes,Yes,Yes,No,No,No
2939,Yes,Yes,Yes,Yes,Yes,No,No,No
2940,Yes,Yes,Yes,Yes,Yes,No,No,No
2941,Yes,Yes,Yes,Yes,Yes,No,No,No
2942,Yes,Yes,Yes,Yes,Yes,No,No,No
2943,Yes,Yes,Yes,Yes,Yes,No,No,No
2944,Yes,Yes,Yes,Yes,Yes,No,No,No
2945,Yes,Yes,Yes,Yes,Yes,No,No,No
2946,Yes,Yes,Yes,Yes,Yes,No,No,No
2947,Yes,Yes,Yes,Yes,Yes,No,No,No
2948,Yes,Yes,Yes,Yes,Yes,No,No,No
2949,Yes,Yes,Yes,Yes,Yes,No,No,No
2950,Yes,Yes,Yes,Yes,Yes,No,No,No
2951,Yes,Yes,Yes,Yes,Yes,No,No,No
2952,Yes,Yes,Yes,Yes,Yes,No,No,No
2953,Yes,Yes,Yes,Yes,Yes,No,No,No
2954,Yes,Yes,Yes,Yes,Yes,No,No,No
2955,Yes,Yes,Yes,Yes,Yes,No,No,No
2956,Yes,Yes,Yes,Yes,Yes,No,No,No
2957,Yes,Yes,Yes,Yes,Yes,No,No,No
2958,Yes,Yes,Yes,Yes,Yes,No,No,No
2959,Yes,Yes,Yes,Yes,Yes,No,No,No
2960,Yes,Yes,Yes,Yes,Yes,No,No,No
2961,Yes,Yes,Yes,Yes,Yes,No,No,No
2962,Yes,Yes,Yes,Yes,Yes,No,No,No
2963,Yes,Yes,Yes,Yes,Yes,No,No,No
2964,Yes,Yes,Yes,Yes,Yes,No,No,No
2965,Yes,Yes,Yes,Yes,Yes,No,No,No
2966,Yes,Yes,Yes,Yes,Yes,No,No,No
2967,Yes,Yes,Yes,Yes,Yes,No,No,No
2968,Yes,Yes,Yes,Yes,Yes,No,No,No
2969,Yes,Yes,Yes,Yes,Yes,No,No,No
2970,Yes,Yes,Yes,Yes,Yes,No,No,No
2971,Yes,Yes,Yes,Yes,Yes,No,No,No
2972,Yes,Yes,Yes,Yes,Yes,No,No,No
2973,Yes,Yes,Yes,Yes,Yes,No,No,No
2974,Yes,Yes,No,Yes,Yes,No,No,No
2975,Yes,Yes,Yes,Yes,Yes,No,No,No
2976,Yes,Yes,Yes,Yes,Yes,No,No,No
2977,Yes,Yes,Yes,Yes,Yes,No,No,No
2978,Yes,Yes,Yes,Yes,Yes,No,No,No
2979,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2980,No,Yes,No,No,No,No,No,No
2981,Yes,Yes,Yes,Yes,Yes,No,No,No
